station,time.yy,time.mm,time.dd,time.hh,temp,relhum,vappres,dewpt,mixratio,wetbulb,enthalpy,precip,airpres,winddir,windmean,windmax,rad.global,rad.direct,rad.diffus,rad.vert.N,rad.vert.E,rad.vert.S,rad.vert.W,ir.horiz,cloudcov,albedo,emissivity
KLO,2011,1,5,8,-3.7,88.1,4.1,-5.4,2.66,-4.2,2.9,0,964.6,323,1.6,2.7,142,539,52,38,403,465,38,236,0,32,97
KLO,2011,1,5,9,-2.6,84.3,4.3,-4.9,2.79,-3.4,4.3,0,964.5,321,1.5,2.5,250,700,68,56,408,690,56,237,0,32,97
KLO,2011,1,5,10,-1.4,76.5,4.2,-5,2.72,-2.6,5.4,0,963.9,339,0.9,2,321,767,76,68,285,817,68,239,0,32,97
KLO,2011,1,5,11,-0.5,73.2,4.3,-4.7,2.79,-2,6.4,0,963.1,331,1,2.5,349,816,73,71,114,883,123,241,0,32,97
KLO,2011,1,5,12,0.9,69.6,4.5,-4,2.92,-0.9,8.2,0,962.4,90,0.6,1.9,313,740,79,68,68,790,295,247,6,32,97
KLO,2011,1,5,13,2.1,62.3,4.5,-4.3,2.92,-0.2,9.4,0,962,169,1.3,3.4,234,631,75,57,57,627,388,250,29,32,97
KLO,2011,1,5,14,2.6,60.2,4.4,-4.3,2.86,0.1,9.8,0,962,141,1.3,3,131,511,52,37,37,435,393,245,6,32,97
KLO,2011,1,5,15,1.8,62.8,4.4,-4.5,2.86,-0.5,8.9,0,961.3,140,1.8,3,16,78,10,7,7,59,68,250,33,32,97
KLO,2011,1,5,16,0.4,67.7,4.3,-4.9,2.79,-1.4,7.4,0,961.5,191,1,2.8,0,0,0,0,0,0,0,249,23,32,97
KLO,2011,1,5,17,-1.3,77.9,4.3,-4.7,2.79,-2.5,5.6,0,961.3,129,1.6,3.3,0,0,0,0,0,0,0,251,33,32,97
KLO,2011,1,5,18,-1.3,75.6,4.2,-5,2.73,-2.6,5.5,0,961.3,143,2.2,3.4,0,0,0,0,0,0,0,250,41,32,97
KLO,2011,1,5,19,-1.8,73.7,4,-5.9,2.6,-3.1,4.7,0,960.8,135,2.8,4,0,0,0,0,0,0,0,255,38,32,97
KLO,2011,1,5,20,-1.9,73.3,3.9,-6,2.54,-3.2,4.4,0,960.3,146,2.4,4.8,0,0,0,0,0,0,0,277,94,32,97
KLO,2011,1,5,21,-2.3,76,3.9,-5.9,2.54,-3.5,4,0,960.1,148,2.3,4,0,0,0,0,0,0,0,279,100,32,97
KLO,2011,1,5,22,-2.1,72.2,3.8,-6.4,2.47,-3.5,4,0,959.8,137,2,3.7,0,0,0,0,0,0,0,273,88,32,97
KLO,2011,1,5,23,-2.4,71.5,3.7,-6.8,2.41,-3.8,3.6,0,959.5,146,1.3,2.5,0,0,0,0,0,0,0,269,88,32,97
KLO,2011,1,6,0,-4,80.3,3.7,-6.9,2.41,-4.9,2,0,958.7,68,0.7,1.6,0,0,0,0,0,0,0,284,94,30,97
KLO,2011,1,6,1,-3.5,81.2,3.8,-6.3,2.48,-4.4,2.6,0,958.3,142,1.2,3.1,0,0,0,0,0,0,0,291,100,30,97
KLO,2011,1,6,2,-2.2,81.1,4.2,-5,2.74,-3.1,4.6,0,958.3,72,0.8,2.7,0,0,0,0,0,0,0,296,100,30,97
KLO,2011,1,6,3,-1.4,80.9,4.5,-4.2,2.93,-2.4,5.9,0,958.2,141,1.6,3.5,0,0,0,0,0,0,0,299,100,30,97
KLO,2011,1,6,4,0.4,74.3,4.7,-3.6,3.07,-1,8.1,0.2,957.7,159,2.9,9.6,0,0,0,0,0,0,0,302,100,30,97
KLO,2011,1,6,5,3.5,76.3,6,-0.3,3.92,1.9,13.3,1.2,957.8,206,4.1,8.5,0,0,0,0,0,0,0,305,100,30,97
KLO,2011,1,6,6,3.9,80.3,6.5,0.8,4.25,2.6,14.6,0.6,957.9,202,4.1,8.5,0,0,0,0,0,0,0,306,100,30,97
